image_name,label
pert_0.png,2
ori_0.png,2
r_0.png,1
pert_1.png,2
ori_1.png,2
r_1.png,1
pert_2.png,0
ori_2.png,0
r_2.png,1
pert_3.png,0
ori_3.png,0
r_3.png,1
pert_4.png,2
ori_4.png,2
r_4.png,1
pert_5.png,0
ori_5.png,0
r_5.png,1
pert_6.png,0
ori_6.png,0
r_6.png,1
pert_7.png,1
ori_7.png,1
r_7.png,1
pert_8.png,1
ori_8.png,1
r_8.png,1
pert_9.png,2
ori_9.png,2
r_9.png,1
pert_10.png,2
ori_10.png,2
r_10.png,1
pert_11.png,0
ori_11.png,0
r_11.png,1
pert_12.png,1
ori_12.png,1
r_12.png,1
pert_13.png,1
ori_13.png,1
r_13.png,1
pert_14.png,1
ori_14.png,1
r_14.png,1
pert_15.png,2
ori_15.png,2
r_15.png,1
pert_16.png,0
ori_16.png,0
r_16.png,1
pert_17.png,2
ori_17.png,2
r_17.png,1
pert_18.png,0
ori_18.png,0
r_18.png,1
pert_19.png,0
ori_19.png,0
r_19.png,1
pert_20.png,0
ori_20.png,0
r_20.png,1
pert_21.png,0
ori_21.png,0
r_21.png,1
pert_22.png,1
ori_22.png,1
r_22.png,1
pert_23.png,1
ori_23.png,1
r_23.png,1
pert_24.png,1
ori_24.png,1
r_24.png,1
pert_25.png,0
ori_25.png,0
r_25.png,1
pert_26.png,2
ori_26.png,2
r_26.png,1
pert_27.png,2
ori_27.png,2
r_27.png,1
pert_28.png,0
ori_28.png,0
r_28.png,1
pert_29.png,2
ori_29.png,2
r_29.png,1
pert_30.png,1
ori_30.png,1
r_30.png,1
pert_31.png,1
ori_31.png,1
r_31.png,1
pert_32.png,2
ori_32.png,2
r_32.png,1
pert_33.png,1
ori_33.png,1
r_33.png,1
pert_34.png,2
ori_34.png,2
r_34.png,1
pert_35.png,0
ori_35.png,0
r_35.png,1
pert_36.png,1
ori_36.png,1
r_36.png,1
pert_37.png,0
ori_37.png,0
r_37.png,1
pert_38.png,0
ori_38.png,0
