image_name,label,,,,,,,,,,,,,,
ori_0.png,2,,pert_0.png,1,,1,,266,,NIoh0vkL.png,2,,0,,0.041353383
ori_1.png,2,,pert_1.png,1,,1,,,,65cQfRu2.png,2,,0,,
ori_2.png,0,,pert_2.png,2,,1,,,,WJxem0Gd.png,0,,0,,
ori_3.png,0,,pert_3.png,2,,1,,,,RaxA2CwW.png,0,,0,,
ori_4.png,2,,pert_4.png,0,,1,,,,8dbAnUWh.png,2,,0,,
ori_5.png,0,,pert_5.png,2,,1,,,,DrmSGRha.png,0,,0,,
ori_6.png,0,,pert_6.png,2,,1,,,,Hv012fk3.png,0,,0,,
ori_7.png,2,,pert_7.png,1,,1,,,,BXq0mab7.png,2,,0,,
ori_8.png,2,,pert_8.png,1,,1,,,,xWMRDw1Y.png,1,,1,,
ori_9.png,2,,pert_9.png,1,,1,,,,I1tL9SWO.png,2,,0,,
ori_10.png,2,,pert_10.png,1,,1,,,,Y4bnPzOo.png,2,,0,,
ori_11.png,0,,pert_11.png,2,,1,,,,nN2SKhx5.png,0,,0,,
ori_12.png,1,,pert_12.png,2,,1,,,,sI9hXZ3O.png,1,,0,,
ori_13.png,2,,pert_13.png,1,,1,,,,1td8WybV.png,2,,0,,
ori_14.png,1,,pert_14.png,2,,1,,,,5WvC0HzY.png,1,,0,,
ori_15.png,2,,pert_15.png,1,,1,,,,sqFuGPrg.png,2,,0,,
ori_16.png,0,,pert_16.png,2,,1,,,,KvY0q4yW.png,0,,0,,
ori_17.png,2,,pert_17.png,1,,1,,,,8Dsw9gkG.png,2,,0,,
ori_18.png,0,,pert_18.png,2,,1,,,,2T15j4VZ.png,0,,0,,
ori_19.png,0,,pert_19.png,2,,1,,,,SvR9NyLW.png,0,,0,,
ori_20.png,0,,pert_20.png,2,,1,,,,RiSDG2z1.png,0,,0,,
ori_21.png,0,,pert_21.png,2,,1,,,,UgXc2PjH.png,0,,0,,
ori_22.png,2,,pert_22.png,1,,1,,,,XeRwjtly.png,1,,1,,
ori_23.png,1,,pert_23.png,2,,1,,,,73WKIdHf.png,1,,0,,
ori_24.png,2,,pert_24.png,1,,1,,,,voS0679a.png,1,,1,,
ori_25.png,0,,pert_25.png,1,,1,,,,IuO6JW7m.png,0,,0,,
ori_26.png,2,,pert_26.png,0,,1,,,,CzkpKjAR.png,2,,0,,
ori_27.png,2,,pert_27.png,1,,1,,,,eHEGSO9s.png,2,,0,,
ori_28.png,0,,pert_28.png,2,,1,,,,Kgvfwk6x.png,0,,0,,
ori_29.png,2,,pert_29.png,1,,1,,,,mGpsPhQL.png,2,,0,,
ori_30.png,2,,pert_30.png,1,,1,,,,zL4YkwJF.png,1,,1,,
ori_31.png,1,,pert_31.png,2,,1,,,,emSqjvBn.png,1,,0,,
ori_32.png,2,,pert_32.png,0,,1,,,,OtgHG5bQ.png,2,,0,,
ori_33.png,1,,pert_33.png,2,,1,,,,pD2EzkZM.png,1,,0,,
ori_34.png,2,,pert_34.png,0,,1,,,,9nlcFICT.png,2,,0,,
ori_35.png,0,,pert_35.png,2,,1,,,,zvLsCnA0.png,0,,0,,
ori_36.png,1,,pert_36.png,2,,1,,,,dn8egJ9i.png,1,,0,,
ori_37.png,0,,pert_37.png,2,,1,,,,NWJzpdaV.png,0,,0,,
ori_38.png,0,,pert_38.png,2,,1,,,,109ntCpi.png,0,,0,,
ori_39.png,0,,pert_39.png,2,,1,,,,Aqkx2dyX.png,0,,0,,
ori_40.png,0,,pert_40.png,1,,1,,,,owOIEf2P.png,0,,0,,
ori_41.png,0,,pert_41.png,2,,1,,,,atjc7Ayd.png,0,,0,,
ori_42.png,2,,pert_42.png,1,,1,,,,P81LtAQ0.png,2,,0,,
ori_43.png,1,,pert_43.png,2,,1,,,,lTSdIUnf.png,1,,0,,
ori_44.png,2,,pert_44.png,1,,1,,,,TNKIx6iS.png,2,,0,,
ori_45.png,2,,pert_45.png,1,,1,,,,x3aJkwb0.png,2,,0,,
ori_46.png,2,,pert_46.png,1,,1,,,,GecKMUsu.png,1,,1,,
ori_47.png,1,,pert_47.png,2,,1,,,,jBzkxuw6.png,1,,0,,
